0.470130	0.036164	-0.412146
0.356298	0.014801	-0.624552
0.262608	0.058442	-0.378271
0.173495	0.009003	-0.336156
0.065766	-0.019684	-0.306859
0.034333	0.022736	-0.155489
0.085298	0.007172	-0.023651
0.088960	-0.001678	0.017243
0.150912	-0.027924	-0.080720
0.088960	-0.048676	-0.055390
-0.018463	-0.027924	-0.006561
0.043488	-0.000458	0.157931
0.073701	-0.012970	0.195163
-0.042573	-0.016938	0.056611
-0.056611	0.022126	-0.024567
-0.121309	0.067292	0.079500
-0.447242	-0.004425	0.131075
-0.622721	-0.081331	0.070344
-0.626993	-0.082246	0.208286
-0.479286	-0.035859	0.355688
-0.163729	-0.011749	0.623026
0.126497	0.032807	0.681315
0.521401	0.089876	0.624552
0.835737	0.121614	0.342870
0.618753	0.045624	-0.270848
0.521706	0.049287	-0.521401
0.304417	0.038300	-0.805219
0.151522	0.016632	-0.610208
0.106661	0.029755	-0.259251
0.080110	0.021515	-0.092012
0.041047	-0.004120	-0.048981
-0.026398	-0.042267	-0.102693
-0.212253	-0.050507	-0.024872
-0.440528	-0.080110	0.006867
-0.500343	-0.038911	0.155184
-0.319066	0.006867	0.212253
-0.119173	0.063630	0.316320
0.061799	0.074922	0.474708
0.291600	0.044404	0.614481
0.423743	0.033112	0.632792
0.365148	-0.041352	0.555276
0.293431	-0.054475	0.346227
0.148165	0.006256	-0.044709
0.129854	0.004425	-0.739300
0.037690	-0.046540	-0.948348
0.018463	-0.002899	-0.623331
-0.033112	-0.016632	-0.516213
-0.040742	-0.066377	-0.329747
-0.028840	-0.036774	-0.107881
0.005035	0.026093	-0.008087
-0.006867	0.030060	-0.033417
-0.162203	0.002594	-0.116732
-0.187839	-0.039826	-0.054170
-0.106050	0.006256	0.003510
-0.034943	-0.028840	-0.004730
-0.026093	-0.054170	-0.008698
0.078584	-0.059358	-0.056611
0.169223	-0.018463	0.089265
0.149996	0.018463	0.148470
0.075532	0.024262	0.189059
0.057527	0.043183	0.207370
0.019379	0.043183	0.166171
0.035859	0.038300	0.151827
0.006867	0.025788	0.182650
0.031281	-0.010224	0.075227
0.012970	-0.025177	0.085603
0.015412	-0.028840	0.099641
0.054780	0.027008	0.162814
0.056611	0.004730	-0.048371
-0.073091	-0.043488	-0.187228
-0.086519	-0.016938	-0.040742
0.006561	0.032807	0.096590
0.056001	-0.012055	0.074617
0.009003	-0.033417	0.120699
-0.018463	-0.031891	0.081331
-0.133516	-0.031586	0.079194
-0.140536	-0.000153	0.084688
-0.121004	-0.017243	-0.016327
-0.081941	-0.036164	0.079194
-0.018769	-0.032502	0.117342
0.143587	-0.020905	0.162509
0.141451	-0.030060	0.165866
0.031586	-0.041352	0.177768
-0.018769	-0.011139	0.151522
-0.111849	-0.017243	-0.043488
-0.096895	-0.003510	-0.200351
0.096590	0.057832	-0.123140
0.134432	0.079805	0.228122
0.135042	0.082246	0.341344
-0.188754	0.049592	0.336156
-0.532998	-0.015412	0.177768
-0.666056	-0.025483	0.101778
-0.650797	-0.032197	0.306249
-0.384375	-0.016938	0.199130
0.086213	0.002899	0.408484
0.501869	0.005341	0.429847
0.823835	0.020294	-0.075837
0.744488	0.034638	-0.521401
0.564736	-0.031586	-1.082017
0.304417	-0.061494	-0.825666
0.200351	-0.031281	-0.326390
0.078584	-0.000153	-0.055085
-0.053864	0.014496	0.031281
-0.054475	0.027619	0.039826
-0.088350	0.044099	0.084077
0.004425	0.027619	-0.022736
0.094453	0.016938	0.004425
0.152743	-0.081331	-0.065156
0.182345	-0.095369	-0.227817
0.102388	-0.038605	-0.124666
0.048371	-0.006561	-0.059663
0.013886	0.030060	0.143587
0.020600	0.006561	0.139925
-0.028229	-0.006256	0.099336
-0.039216	0.000153	0.146334
-0.017548	0.003510	0.095369
0.045624	0.033112	0.211643
0.049897	0.010529	0.164340
0.019074	0.025177	0.273594
0.020905	0.027924	0.073396
-0.017853	0.000153	-0.168307
-0.045014	-0.011139	-0.206760
-0.085908	-0.012055	-0.023041
-0.079500	-0.006256	0.091402
-0.066682	-0.038300	0.037690
-0.095674	-0.063630	-0.046845
-0.001068	-0.034943	-0.077058
0.030671	-0.012970	0.029755
0.022431	-0.034333	0.114900
0.080110	-0.031586	0.162814
0.118563	0.024872	0.276951
0.129244	0.063020	0.137484
0.023957	0.028229	0.162509
-0.029755	-0.004425	0.200351
-0.045014	0.025788	0.135348
0.006256	0.028840	-0.009613
-0.029755	0.008087	-0.022736
-0.101778	-0.013886	0.014801
-0.153353	0.011139	0.083162
-0.030671	0.051728	0.195773
-0.012665	0.053864	0.161288
0.036774	0.046540	0.283055
0.115816	0.029755	0.254978
0.161593	-0.013886	0.082551
0.127413	-0.021515	0.164645
0.029755	-0.035554	0.032807
-0.098421	-0.044099	-0.405432
-0.078584	-0.022126	-0.373083
-0.054780	0.009003	-0.357214
0.096284	0.051118	-0.189364
-0.044709	0.023346	-0.117952
-0.217136	-0.004120	-0.037385
-0.406653	-0.013275	0.145724
-0.407568	-0.081636	0.114595
-0.323033	-0.048981	0.348363
-0.186923	-0.036469	0.371557
0.031891	-0.011139	0.274510
0.313268	-0.005646	0.086519
0.566873	-0.011444	-0.126497
0.538491	-0.022126	-0.581521
0.367895	0.021210	-0.324559
0.236362	0.031891	0.008087
0.145724	-0.016022	-0.017853
-0.191196	-0.045014	-0.101472
-0.346838	-0.027008	-0.076448
-0.312963	0.030060	0.197604
-0.282750	0.034943	0.215305
-0.162814	0.019379	0.159152
-0.037690	0.004425	0.287022
0.346532	0.001984	0.347143
0.510109	0.000153	-0.037385
0.405432	-0.027314	-0.333410
0.269017	-0.020294	-0.321813
0.109407	-0.015412	-0.342260
0.054780	0.018463	-0.177768
0.027619	0.014801	-0.038300
0.010529	-0.012360	-0.027619
-0.025483	0.006867	-0.007782
-0.030976	-0.020294	-0.021820
-0.040436	-0.006561	0.080415
-0.017548	0.038605	0.156405
-0.014801	0.025177	0.096284
-0.083162	-0.012055	0.096590
-0.153048	-0.048676	0.030671
-0.051118	-0.064240	-0.065461
-0.045014	-0.046845	-0.013275
0.031891	0.064851	0.284276
0.056916	0.011139	0.291600
-0.113680	-0.029450	0.150607
-0.059663	-0.048676	-0.023957
0.079805	0.003510	-0.083772
0.041962	-0.003510	0.018769
0.020294	0.000458	-0.023346
0.044099	0.022736	0.063325
0.157626	0.043488	0.111238
0.156405	0.034333	-0.013886
0.019379	0.016632	-0.008698
-0.116732	-0.027619	0.030976
-0.205234	-0.034638	0.026093
-0.192416	0.012665	0.065156
-0.129244	0.006256	0.074006
-0.188144	-0.012665	0.188754
-0.029755	-0.010834	0.196689
0.070954	-0.044099	0.062409
0.030365	-0.036164	0.173495
0.032807	-0.052033	0.123445
0.029450	0.009308	-0.024872
0.226902	0.035554	-0.217746
0.232700	-0.005951	-0.264439
0.194247	0.032807	-0.144808
0.180514	0.024262	-0.273899
0.139925	0.013275	-0.232700
0.233005	0.061189	-0.052644
0.201877	0.066072	0.060273
0.087129	0.041962	0.259251
-0.088350	0.002899	0.283055
-0.132906	-0.023957	0.168917
-0.107881	-0.034638	-0.093538
-0.090181	-0.026093	-0.230564
-0.064546	-0.043183	-0.088045
0.022431	-0.020294	0.117952
0.119173	-0.013275	0.146639
0.181430	-0.037079	0.063630
0.142977	-0.018463	0.178073
