0.015412	-0.029145	-0.040131
0.009613	-0.027314	-0.083772
0.021515	-0.017853	-0.126802
0.019989	-0.006561	-0.068208
0.030671	-0.015717	0.002594
0.007172	-0.008698	0.001068
0.039216	0.023651	0.066987
0.031586	0.059663	0.099947
0.027924	0.064546	0.075837
0.032807	0.045930	-0.006561
0.030671	0.057527	0.025483
0.023041	0.035859	0.029450
0.022736	-0.013275	0.055085
-0.013581	-0.087129	0.027619
-0.011749	-0.047456	0.012055
-0.006256	-0.012055	0.040742
-0.011444	-0.024567	0.069123
0.018769	0.002899	0.074922
0.005035	-0.020905	-0.011749
-0.013886	-0.018769	-0.012665
0.007782	-0.015106	0.026093
0.018158	-0.001678	0.043183
0.008392	-0.002289	0.029450
0.010529	0.006561	0.037385
0.012055	0.002289	0.000458
0.028534	-0.005646	0.002594
0.034333	0.009613	0.000153
0.011444	-0.014496	0.000153
0.006256	-0.009308	-0.034638
0.029145	0.006256	0.030365
0.035859	0.024567	0.075532
0.034943	0.033722	0.005341
0.031586	0.037690	0.049592
0.027008	0.047761	-0.008392
0.026093	0.047761	-0.006561
0.023346	0.016327	-0.013275
0.027008	0.013275	0.032197
0.020294	-0.005646	0.005951
0.012360	-0.032197	0.009003
0.012970	-0.046235	0.056306
0.018463	-0.023957	0.029755
0.039521	-0.010224	0.017853
0.034333	-0.013275	-0.019989
0.027314	0.001068	-0.018463
0.027924	0.003510	0.010224
0.009003	-0.024872	0.024262
0.012970	-0.008392	0.029450
0.017548	-0.008698	0.009918
0.023957	-0.005646	0.045014
0.004730	0.005341	-0.008087
0.016022	0.002594	0.013581
0.008087	-0.011139	0.034943
0.009003	-0.006256	0.006561
0.003815	-0.006561	-0.000763
0.001373	-0.008087	-0.013581
0.027314	-0.013275	-0.042267
0.027924	-0.019989	-0.010834
0.015717	-0.005341	0.034943
0.014496	-0.000458	0.012665
0.026093	0.001678	0.005341
0.013275	-0.004120	0.011139
0.032807	-0.003815	0.034028
0.023041	-0.014191	0.041657
0.006561	0.002899	0.036469
0.011444	-0.001068	0.044404
0.010529	0.005951	0.032807
0.007477	-0.008698	0.004425
0.028534	-0.005646	0.039521
0.004730	-0.026093	0.012055
-0.004730	-0.034943	0.012970
-0.014801	-0.012970	0.002899
-0.005035	0.008698	-0.042573
0.007477	0.020294	0.007477
0.048066	0.035554	0.034638
0.063935	0.043488	0.063020
0.026398	0.023346	0.013886
0.024262	0.066072	-0.006256
0.001373	0.017548	0.005341
0.006867	-0.015717	0.004425
0.005951	-0.016632	0.048066
0.004120	-0.016938	0.085298
0.004120	-0.056001	0.058747
-0.003204	-0.105135	0.034638
0.012665	-0.072175	0.019989
0.008392	-0.038300	0.011749
0.009918	-0.005951	0.044709
0.009003	0.003204	-0.024262
0.004730	0.067597	-0.023651
0.025788	0.089265	0.021820
0.024262	0.046845	-0.038605
0.008698	0.042573	-0.005035
-0.000763	-0.002899	0.020905
0.002899	-0.027008	0.016327
0.003510	-0.095064	0.005951
0.009918	-0.094148	0.045014
-0.032807	-0.077058	0.039216
-0.003815	-0.053864	-0.002899
0.050813	-0.001068	0.019684
0.123751	0.054170	0.014496
0.064851	0.007172	-0.000458
0.043183	0.026093	-0.009918
0.036469	0.019989	0.016022
0.038911	-0.009308	0.009613
0.031891	-0.007782	0.007172
0.005646	-0.072175	0.015412
-0.003204	-0.041352	-0.074006
-0.001373	-0.006561	-0.005035
0.005341	0.003510	0.026398
0.015106	0.019074	-0.008392
0.018158	0.022736	0.011749
0.013886	0.012055	0.010834
0.003510	-0.009918	0.056611
-0.002594	-0.011444	0.023346
0.016022	0.001678	0.076448
-0.007782	-0.013581	0.025483
0.016327	-0.019379	-0.019684
0.038300	-0.015106	-0.020905
0.039521	0.012055	0.007782
0.027008	0.006256	0.023957
