0.049592	0.028229	0.115511
0.040742	0.074922	0.062715
0.071870	0.059968	0.085908
0.083467	0.005646	-0.119478
0.157321	0.046235	-0.107271
0.120089	0.037079	0.155184
0.082551	0.026398	0.251316
0.044709	0.019074	0.215305
0.040742	0.003815	0.160067
-0.017548	-0.032807	0.020294
-0.196078	-0.047456	-0.115511
-0.247349	-0.044404	-0.171054
-0.188449	0.007477	-0.077668
-0.095369	-0.015412	-0.232395
-0.016938	-0.077668	-0.696880
0.160067	-0.033112	-0.373693
0.298619	0.018769	-0.210422
0.303502	0.029755	-0.006867
0.153048	0.001984	-0.001984
0.022736	-0.012055	0.013581
-0.039216	-0.006561	0.029145
-0.204318	-0.020905	-0.013275
-0.236057	-0.030060	0.047456
-0.209506	-0.033722	0.045319
-0.123140	0.003815	0.064851
0.027619	0.070649	0.125582
0.117647	0.037690	0.198520
0.213474	0.027924	0.236973
0.210727	0.044404	0.276951
0.143587	0.034028	0.057527
0.003815	-0.009308	-0.204623
-0.129854	-0.034333	-0.296788
-0.148165	-0.037995	-0.248264
-0.083467	-0.008392	-0.111543
-0.069429	-0.002594	0.065156
-0.058442	0.011749	0.141756
-0.063935	0.013581	0.163424
0.068818	0.013886	0.318456
0.015717	-0.043488	0.202792
0.126802	-0.024262	0.112459
0.342870	0.043793	0.161898
0.467689	0.009308	0.117647
0.200656	-0.069734	-0.351720
0.035554	-0.060578	-0.349889
-0.026398	-0.032502	-0.086519
-0.205844	-0.045014	0.104219
-0.262913	-0.018158	0.077058
-0.182345	0.025483	-0.077363
-0.093538	0.011444	-0.009918
0.013886	-0.001068	0.108492
0.141756	0.004730	0.174716
0.359045	0.027924	0.018158
0.181125	-0.016938	-0.165560
0.067597	-0.019989	0.022736
0.049592	-0.002899	0.226902
0.048066	-0.056306	0.215915
-0.019989	-0.050813	0.331884
-0.178378	-0.029450	0.215610
-0.250095	0.011139	-0.246433
-0.254368	0.057832	-0.543984
-0.179294	0.040742	-0.439002
0.035248	0.009613	-0.259556
0.125582	-0.002594	-0.113680
0.187228	0.023346	0.108492
0.179294	-0.007782	0.231785
0.147555	0.003510	0.215610
0.094148	0.019989	0.183871
0.057832	0.037079	0.129549
0.107271	0.038300	0.115816
0.226902	0.063020	0.072480
0.143893	-0.003204	0.146639
0.030365	-0.002594	0.481117
-0.054475	0.011749	0.421912
-0.181125	0.040742	0.108186
-0.238499	-0.008392	-0.315099
-0.191806	-0.039521	-0.422827
-0.105135	-0.016632	-0.376440
0.071870	-0.006867	-0.317235
0.258335	-0.004120	-0.222324
0.198825	0.004730	-0.091402
0.160678	0.019379	0.030671
0.138094	0.003815	0.066377
0.094148	0.015717	0.097810
0.069429	0.024262	0.097200
0.063935	0.020905	0.069123
-0.045930	0.001373	0.009308
-0.041352	-0.024567	0.111238
-0.039826	-0.028840	0.015717
-0.059968	-0.018769	0.194553
-0.047456	-0.022736	0.152132
-0.031281	-0.013275	0.066682
0.047456	0.000763	0.096590
0.071565	0.006561	-0.064546
-0.059358	0.005646	-0.152743
-0.061189	-0.002289	-0.062104
-0.036164	0.000458	-0.091096
0.012665	-0.018463	-0.092317
0.024567	0.000763	0.092012
-0.059358	-0.041352	0.045930
-0.059358	-0.008392	0.142367
-0.215915	-0.040131	0.150301
-0.239719	-0.070344	-0.157015
