-0.063325 	-0.095369 	-0.150912 	-0.796674 	0.202182 	-0.099947 	
0.086824 	0.089265 	0.111543 	0.012970 	-0.908980 	0.139925 	
0.167697 	0.186313 	0.299840 	0.227817 	-1.559319 	0.245212 	
0.148165 	0.155489 	0.194247 	-0.106966 	0.387427 	0.194553 	
0.089265 	0.091402 	0.122835 	0.148470 	0.424964 	0.079500 	
0.055695 	0.054475 	0.011749 	-0.153964 	0.225986 	0.053864 	
-0.001678 	-0.006867 	-0.058747 	-0.572976 	0.195163 	-0.030365 	
-0.035554 	-0.047761 	-0.183871 	-0.739605 	0.176852 	-0.112764 	
-0.044099 	-0.073396 	-0.201877 	-0.501259 	0.406043 	-0.136263 	
0.022126 	-0.021515 	0.009918 	-0.198825 	-0.754559 	0.013581 	
0.081025 	0.040436 	0.251011 	0.186007 	-0.613260 	0.100252 	
0.066377 	-0.009613 	0.154574 	0.435035 	-0.706950 	0.058747 	
-0.001373 	-0.046235 	0.005951 	0.659342 	0.266270 	-0.010834 	
-0.045319 	-0.103914 	-0.042267 	-0.198825 	1.169909 	-0.119783 	
-0.052949 	-0.109407 	-0.098116 	-0.430457 	0.999313 	-0.119783 	
-0.011749 	-0.064546 	-0.030976 	-0.369726 	0.632486 	-0.064240 	
0.049287 	0.036469 	0.036774 	-0.201266 	0.229953 	0.066377 	
0.032807 	0.015717 	0.018463 	0.201877 	0.713359 	0.018463 	
0.003815 	-0.028840 	-0.037995 	0.704204 	-0.212253 	-0.027314 	
-0.051728 	-0.096284 	-0.081941 	0.411536 	-0.417334 	-0.094453 	
-0.077363 	-0.139315 	-0.091707 	-0.008087 	-0.410925 	-0.115816 	
-0.021210 	-0.062715 	0.035554 	0.247959 	-0.189975 	0.015106 	
0.074922 	0.080415 	0.174716 	0.727703 	-0.330968 	0.165866 	
0.130770 	0.147250 	0.279088 	0.066072 	0.159152 	0.201877 	
0.146639 	0.125887 	0.243992 	0.054780 	-0.119478 	0.146639 	
0.071870 	0.056306 	0.110933 	0.432288 	-0.568093 	0.073396 	
0.045014 	0.011749 	0.023346 	0.384375 	-0.016938 	0.037079 	
0.021210 	-0.017853 	0.021515 	-0.099031 	0.453956 	0.013275 	
-0.045930 	-0.064546 	-0.039521 	0.081636 	0.430762 	-0.003510 	
-0.066682 	-0.078889 	-0.080720 	-0.018158 	0.079500 	-0.023651 	
-0.072786 	-0.093538 	-0.072786 	-0.074006 	0.459449 	-0.066682 	
-0.059358 	-0.126497 	-0.121004 	-0.440223 	0.202792 	-0.110018 	
-0.098116 	-0.167697 	-0.305638 	-0.269932 	0.379797 	-0.210117 	
-0.063325 	-0.140841 	-0.222934 	0.019684 	-0.033112 	-0.164340 	
0.040436 	0.009308 	0.044404 	-0.161593 	0.281834 	-0.027008 	
0.100252 	0.071565 	0.182040 	-0.763104 	0.109712 	0.022736 	
0.067292 	0.058747 	0.036774 	-0.190585 	0.517433 	0.108492 	
0.094759 	0.125582 	-0.013275 	0.399634 	-0.905623 	0.183566 	
0.164645 	0.207980 	0.121614 	0.332799 	-1.750057 	0.289158 	
0.164340 	0.181735 	0.302892 	0.157931 	-0.674907 	0.239719 	
0.099031 	0.098421 	0.142367 	0.062715 	-0.420691 	0.053559 	
0.056306 	0.045014 	0.048371 	0.014191 	-0.116732 	0.013581 	
0.035859 	-0.006867 	-0.010529 	-0.341955 	-0.095674 	-0.026398 	
-0.016632 	-0.027314 	-0.033722 	-0.376440 	0.221714 	-0.082856 	
0.031891 	0.001984 	0.059968 	-0.162814 	-0.027314 	0.009003 	
0.014191 	-0.010224 	-0.032502 	-0.139620 	0.280919 	0.046540 	
-0.109712 	-0.110018 	-0.270237 	-0.760357 	0.599222 	-0.136568 	
-0.176547 	-0.213169 	-0.450599 	-0.993515 	0.766461 	-0.327001 	
-0.163119 	-0.195773 	-0.421912 	-0.452125 	0.107576 	-0.272374 	
0.094148 	0.067903 	0.414588 	0.705425 	-1.912108 	0.218051 	
0.152743 	0.114290 	0.467384 	0.423743 	-0.426795 	0.206455 	
0.103914 	0.072480 	0.178378 	0.174716 	1.740597 	0.100252 	
0.056611 	0.048066 	0.101472 	0.787518 	0.394751 	0.115511 	
0.025788 	-0.028229 	0.127718 	0.353246 	-0.582132 	0.038300 	
-0.069734 	-0.158236 	-0.054170 	-0.749065 	0.225681 	-0.116426 	
-0.110018 	-0.162203 	-0.117647 	-0.662089 	1.105516 	-0.113375 	
-0.046235 	-0.045624 	-0.057221 	1.345388 	0.222629 	0.050202 	
0.044709 	0.064851 	0.097200 	1.665522 	-0.913863 	0.183871 	
0.009308 	0.006867 	0.008698 	0.587625 	-1.401236 	0.059358 	
0.014496 	0.005951 	-0.024872 	0.096590 	0.301366 	0.045014 	
0.040131 	-0.019684 	-0.025177 	0.045319 	0.502785 	-0.025177 	
0.068818 	0.023957 	-0.029145 	-0.102693 	1.311513 	0.015412 	
0.096284 	0.082246 	0.022736 	-0.466773 	1.358206 	0.013581 	
0.131075 	0.114290 	0.134737 	-0.317845 	-0.284276 	0.052949 	
0.134737 	0.102693 	0.135653 	-0.500038 	-1.384756 	0.111238 	
0.077058 	0.052949 	0.091402 	0.039216 	-0.215915 	0.032197 	
0.060578 	0.022736 	0.066377 	0.059968 	-0.323644 	0.008087 	
0.027619 	0.006561 	0.014801 	0.035248 	-0.369726 	0.016327 	
0.022431 	-0.004120 	0.023651 	0.037995 	-0.186007 	0.005341 	
0.005951 	-0.017243 	-0.028534 	-0.131380 	-0.014801 	-0.020600 	
-0.016632 	-0.045624 	-0.005951 	-0.162203 	-0.117037 	-0.012360 	
-0.063325 	-0.129244 	-0.070039 	-0.946822 	-0.135348 	-0.200351 	
-0.081941 	-0.143587 	-0.151522 	-1.643549 	0.265049 	-0.282139 	
-0.057832 	-0.090486 	-0.131991 	-1.028000 	0.698405 	-0.178073 	
0.014191 	0.010529 	-0.009918 	0.579690 	-0.039521 	0.000763 	
0.009918 	0.023651 	0.052949 	0.425574 	-0.295872 	0.046540 	
0.031281 	0.051118 	0.014801 	0.501869 	0.340734 	0.080415 	
0.056611 	0.036164 	0.041352 	0.772564 	0.254368 	0.149081 	
0.007172 	0.018769 	-0.072786 	0.446937 	-0.442664 	-0.019074 	
-0.047761 	-0.009613 	-0.057221 	0.370947 	-0.425879 	-0.086213 	
-0.059968 	-0.045014 	-0.016022 	0.346227 	-0.222629 	-0.101472 	
-0.066987 	-0.047761 	0.048066 	0.684367 	0.099947 	-0.050813 	
-0.051118 	-0.041352 	0.150301 	0.648966 	0.322423 	-0.023651 	
0.040131 	0.007172 	0.089265 	0.194858 	0.159457 	0.103304 	
0.113375 	0.035554 	0.113680 	-0.088045 	-0.723430 	0.296178 	
0.092317 	0.020294 	0.042573 	-0.447242 	-0.188144 	0.171969 	
0.049897 	-0.009918 	-0.004425 	-0.554360 	0.003510 	0.046235 	
0.029450 	0.001068 	-0.058747 	-0.940108 	0.527810 	0.062409 	
-0.028534 	-0.046845 	-0.098116 	-0.936446 	1.647517 	0.034943 	
-0.045930 	-0.042878 	-0.133822 	-0.792401 	1.097887 	0.017853 	
-0.018463 	-0.014801 	-0.064851 	-0.161288 	-0.044709 	0.018463 	
0.092317 	0.055695 	0.098726 	0.979171 	-0.628214 	0.149691 	
0.088960 	0.036774 	0.121309 	0.108492 	0.840009 	0.077058 	
-0.046845 	-0.060578 	-0.053559 	-0.956588 	1.280079 	-0.117037 	
-0.046845 	-0.111849 	-0.222019 	-0.452430 	1.076219 	-0.186007 	
-0.003510 	-0.060273 	-0.174105 	1.111925 	0.419471 	-0.171054 	
0.042573 	-0.022736 	-0.027314 	0.435035 	-0.797894 	-0.034638 	
0.075837 	0.039521 	0.178988 	0.514076 	-1.474479 	0.031891 	
0.149996 	0.111543 	0.269932 	0.599222 	-0.165255 	0.182040 	
0.111543 	0.084077 	0.221408 	0.445106 	-1.461357 	0.108797 	
0.052644 	0.008698 	0.123751 	-0.282444 	-1.167163 	0.016632 	
0.004120 	-0.046235 	0.121614 	-0.432288 	-0.534524 	-0.008698 	
-0.034333 	-0.077974 	0.077974 	0.143282 	0.309911 	-0.015412 	
-0.064546 	-0.099641 	-0.038911 	0.363012 	0.580911 	-0.067903 	
-0.059052 	-0.081331 	-0.096895 	0.982834 	0.168612 	-0.023346 	
-0.004730 	-0.025483 	-0.019379 	-0.372778 	0.292210 	0.010529 	
0.112154 	0.059968 	0.103914 	-0.518044 	-0.022736 	0.075532 	
0.077363 	0.044404 	0.055390 	0.277256 	-0.631266 	0.075837 	
0.052338 	0.057221 	0.028534 	0.594644 	-1.012131 	0.071870 	
0.040436 	0.051728 	-0.012360 	-0.275731 	-0.307774 	-0.037385 	
0.048676 	0.040131 	-0.108186 	-0.352636 	-0.676432 	0.012665 	
0.032197 	0.061799 	-0.054780 	0.012055 	-0.522927 	0.025483 	
0.057832 	0.067903 	0.106966 	0.250706 	-0.937667 	0.031586 	
0.007477 	-0.012055 	-0.013581 	0.051118 	0.773480 	-0.043183 	
-0.024567 	-0.040436 	-0.073091 	-0.011139 	1.163195 	-0.046540 	
-0.023346 	-0.065461 	-0.061189 	-0.347448 	0.207675 	-0.048676 	
0.016022 	-0.055695 	-0.032807 	-0.727703 	-0.046845 	-0.016632 	
-0.027924 	-0.092012 	-0.105745 	-1.120775 	1.038376 	-0.025788 	
-0.077058 	-0.113680 	-0.175631 	-1.178454 	1.442741 	-0.165560 	
-0.045319 	-0.089265 	-0.166781 	0.120089 	1.366751 	-0.073091 	
0.015106 	-0.023041 	-0.158541 	0.827497 	0.084077 	0.005341 	
0.019684 	0.017548 	0.010224 	0.549172 	-0.186007 	0.044709 	
0.159762 	0.133516 	0.513161 	1.019455 	-1.860838 	0.253147 	
0.110323 	0.075837 	0.279698 	0.424353 	-0.272374 	0.150607 	
0.065156 	0.022431 	0.163424 	0.095979 	0.016632 	0.037079 	
0.022736 	-0.021515 	0.049287 	0.091402 	-0.139620 	-0.003204 	
0.003815 	-0.028840 	0.041962 	-0.057221 	0.049897 	-0.033417 	
